station,chunk_id,start_ts,end_ts,status,transcript_id,asr_duration_ms,transcript
wbap-am-820,77107,1782223520.2418437,1782223610.2418437,done,26913,4814,"all class eight Mac trucks for the North American market, according to the company. President Trump's American manufacturing is benefiting from his tariff policy, forcing more automotive companies to open U.S. plants. Affordability and the cost of living have emerged as top issues for voters ahead of the midterm elections, with polls showing most Americans are dissatisfied with President Trump's handling of the economy. At the White House, Jared Halpern, Fox News. Your money news brought to you by networthradio.com. Oracle plans to reduce its workforce by about 13 percent, cutting 21,000 employees this year. It's part of a broad restructuring. The company reported its largest ever quarterly numbers, but AI expansion and a contract backlog have exceeded its market value. Shares of Oracle are down more than two and a half percent this morning. Checking the numbers on Wall Street, the Dow is down 89 points. Nasdaq is off by 328 and the S&P 500 has dropped 65 points. Keep connect to DFW for the latest on the situation in the Middle East. For updates anytime, go to WBAP.com or our free mobile app on your home for WBAP's morning news, Newstalk 820 and 93.3 FM WBAP. I'm Monty Cook. WBAP salutes Glenn Heights. That's Glenn Heights. Go to WBAP.com slash secret contest or our free mobile app for your chance to win a seven night Alaskan cruise. Play as many times as you want. It's for special."
klif-am-570,77106,1782223390.789258,1782223480.789258,done,26912,5155,"570 KLIF Breaking News Center. This is a news and information update on 570 KLIF and 96.3 FM HD2. I'm Clayton Neville, six flags over Texas delaying the opening of its new record-breaking rollercoaster. Park officials say Tormenta Rampaging Run is in the midst of a longer than expected commissioning process. The record-breaking new dive coaster features a 285 foot drop and is inspired by Spain's running of the bulls tradition. A park spokesperson says the delay ensures that when Tormenta charges out of the gates, it'll be a right experience worthy of its name. Bold and tense and unforgettable. No opening date has been set. And an update from Arlington police on yesterday's Argentina-Austria World Cup match. APD says it was the highest attended match at Dallas Stadium so far and there were no major security issues. Nine arrests total, four of them criminal trespass, three for liquor law violations, one for possession of marijuana and one for trademark counterfeiting. The next game at Dallas Stadium is on Thursday. Now, 570 KLIF traffic. I-35 east southbound is gonna be slow from the George Busch down to Valwood, a 15 minute trip because of a wreck at Valwood blocking that left lane. They've also got road construction up in Sunnyvale, eastbound highway 80 between Lawson and Clements in the right lane. So far we're seeing a five minute delay from East Fork with KLIF right now traffic. I'm Michael Scott. Your 570 KLIF forecast."
wbap-am-820,77105,1782223349.391462,1782223439.391462,done,26911,4029,"day negotiating window. Ron's negotiators doubt the US would return to bombing and commit to the kind of military surge needed to reopen the Strait of Hormuz due to fear of rising gas prices this summer. US forces reportedly ready to act if necessary even reinstating a blockade if talks with Iran flip. Billions of bees invade a rural Texas neighborhood. Mike Traino with the story. Officials say the honeybees escaped after a semi-trailer carrying about 400 hives tipped over. The crash happened Sunday morning in Orange County. Emergency officials shut down the area east of Houston near the Texas Louisiana border and warned residents to stay in their homes while crews worked to unload the trailer and salvage as many hives as possible. No bee stings or serious injuries were immediately reported. The truck was headed to North Dakota, however officials have not identified the owner of the hives. Mike Traino, WBAP News. President Trump heads to Pennsylvania today to highlight American manufacturing. Fox's Jared Halpern has more from the White House. The president will visit the Mack trucks facility in Lehigh County, Pennsylvania. The 1.7 million square foot facility assembles all class 8 Mack trucks for the North American market according to the company. President Trump's American manufacturing is benefiting from his tariff policy forcing more automotive companies to open US plants. Affordability and the cost of living have emerged as top issues for voters ahead of the midterm elections with polls showing most Americans are dissatisfied with President Trump."
klif-am-570,77104,1782223289.5094633,1782223379.5094633,done,26910,5347,"spend it how they want. Republican Senator Tim Sheehy tells Fox. They're not going to use it to rebuild their country. They're going to use it for build bullets, bombs, rockets, suicide vests, and to broadly kill Americans and kill Israelis. And Fox's Trey Yingst reports from Tel Aviv. We have seen a reduction in the tension between Israel and Hezbollah, another key point in this broader memorandum of understanding. The Israelis say they did take some action against Hezbollah gunmen earlier today that were threatening their forces. Iran-backed Hezbollah claims Israel shot at civilians and breached the ceasefire. The president also posted this morning, the Strait of Hormuz is open. There was record oil shipping yesterday, 19 million barrels of oil. Prices are down again, 1% continuing to fall from the surge during the conflict on Wall Street, though, a sell-off. The NASDAQ's down more than 300 points. Later today, the president goes to Pennsylvania touting American manufacturing at a Mack truck assembly plant, the same one President Biden went to five years ago, promoting his manufacturing policies. America's listening to Fox News. If you want unlimited talk, text, and data on a crazy fast network, Big Wireless will sell it to you right now for as little as $70 a month, or you can buy it from Pure Talk for half of that. I'm talking about unlimited talk, text, and unlimited data for just $34.99 a month. Stop paying the big guys twice what you need to. Dial pound 250, say my name, that's pound 250 micro to switch to Pure Talk, where the savings are truly unlimited. Unlimited. Oh, shh, shh, here he comes. Surprise! There's an avocado shortage! Now half your food truck menu is costing more than it's-"
wbap-am-820,77103,1782223266.391075,1782223356.391075,done,26909,3972,"Get ready for the rush with Max Crosby if it was gonna happen Why not this year all pro defensive end Max Crosby takes you beyond the field with exclusive insights I love when people sleep Uncertain people because you just know they're gonna make everyone look stupid moments Everyone's talking about five in a row brother for going to the trouble again Been through a lot, and we're just getting rolling the rush. It's a roller coaster of emotions follow and listen on your favorite platform DFW news talk traffic and weather station news talk 820 WB AP Fort Worth Dallas 93 3 WB AP FM Halton City Dallas Fort Worth and KPLX HD to Fort Worth Dallas your Texas voice for common sense Trending now US military will remain in the Middle East for now I'm Monte Cook from the WB AP 24-hour breaking news center classic chevrolet.com WB AP's first traffic and weather on the ones Still a bit of a stack up trying to get from Carrollton into Farmers Branch southbound 35 at Valwood the left lanes blocked It's a good half-hour backup 80 eastbound Lawson to Clements. That's road work five to ten minutes for you It's two left lanes now on 183 eastbound at 360 So a good 10 to 15 minutes moving through that area if you're traveling on the west side of Fort Worth 30 eastbound at 580 we have road work through there"
klif-am-570,77102,1782223206.5090537,1782223296.5090537,done,26908,4123,"Westwood One Sports Night. The hot takes you won't hear anywhere else. I don't know how they're going to win but they're going to win. They have to be better in certain areas. What are they or is it just one of those things that make us sports fans stay on the line, get on the call, talk about whatever you want. That's what we're doing. Not even close to being tired right now. We're open all night here on Westwood One West and listen on your favorite platform. Nancy Guthrie case. I'm Dave Anthony Fox News and it is difficult for her daughter Savannah who got choked up on NBC's Today Show. We are in agony. We cannot be at peace. Asking again for the public's health saying someone knows something about her mother's kidnapping from her Arizona home more than four months ago. As we learn more about the ransom notes the family got in February. The first one demanded money. The second one read that Nancy Guthrie had passed away after being taken from her home. Sources tell Fox the wording is the belief to have read that Nancy Guthrie was."
klif-am-570,77100,1782223104.383521,1782223194.383521,done,26907,2526,"This is Woman's Work with Nicole Kalil. I wish you health, physical, mental, emotional, financial, social, and most definitely spiritual. Redefining what it means to be doing woman's work. I would rather have the temporary pain of discomfort than the avoidable pain of regret. But hear me when I say this. Believe in something. Believe in yourself. That, more than anything, is absolutely woman's work. This is Woman's Work from Believe. Follow and listen on your favorite platform. A Better Life with Dr. Samjay Gupta. There are lots of things you can measure to get an idea of how healthy you are at any given moment. The temperature, heart rate, blood pressure, just to name a few. But how about how healthy you will be?"
klif-am-570,77099,1782223021.383098,1782223111.383098,done,26906,1537,100 degrees. I'm meteorologist Brad Barton. Thanks Brad 80 in Dallas 81 in Fort Worth 570 KLIF and 96 3 FM HD to doing our part to getting all Americans back to using common sense You You Mike Trott ready hosted by former Navy SEAL Mike Ritland. It's unfiltered You know you go to the sound of the gun bam you're gone. It's weird. I mean I've had
klif-am-570,77098,1782222819.1227927,1782222909.1227927,done,26905,4205,out what happened yeah just please give us some closure let us bury the body if we need to let us like put this to bed yeah 855 at DFW's morning news there'll be more on the reaction to that story out of the Guthrie case throughout the day right now though let's check traffic here's Julie to hurting on the fives we do have a wreck coming into farmers branch if you're traveling on i-35 southbound Valwood Parkway the left lanes blocks about 15 minutes trying to come that way from the bush turnpike and they're throwing up road work on us already in Fort Worth eastbound i-35 80 and traffic's backed up to i-20 about a 10 minute drive with cliff right now traffic on the fives I'm Julie D Hardy today partly cloudy with a slight chance of isolated showers and thunderstorms anytime that's good through 7 or 8 this evening high this afternoon 95 winds out of the south 5 to 10 partly cloudy in 79 overnight tomorrow Wednesday mostly sunny breezy hot and humid with a high of 96 and feel like 103 in the shade when south 10 to 15 Thursday mostly sunny windy and hot with a high near 96 heat stress index up to 106 winds out of the south gusting to 30 miles per hour and on Friday sunny windy and hot with a high of 97 and on Saturday we could reach 100 degrees I'm meteorologist Brad Barton thanks Brad 80 in Dallas 81 in Fort Worth 570 KLIF and 96 3 FM HD 2 doing our part to getting all Americans back to using common sense jump into the hottest stories at the topical
klif-am-570,77097,1782222736.1223328,1782222826.1223328,done,26904,4072,"From noon until three he'll have your inside scoop to DC politics, but not before we cluck around It's the cliff clock around Sloppy seconds of this news day Often civil hashtag relevant and raunchy today is gonna be hashtag relevant and retinas, huh? So it'll make sense in a second kind of okay a man in Scotland was trying to pamper his sore eyes You know we stare at screens all day, and you get tired and you start rubbing your eyes at the end of the day And he had he's in his 20s He had gone into an ophthalmologist office because he was starting to see floaters and flashing lights Over the course of about a week, and it was just continuous So he had gone in and he you know wore glasses for some mild nearsightedness But never had a history of any kind of eye disease or anything so doctors examined him And they found retinal tears and bruising both of his eyes. He teared his eyeball. Yes, they found Full whatever full thickness means six full thickness rips in his retina he had retinal dialysis, which is a break at the junction of the front of the eye and When they saw all this they're like okay, what happened because this is usually you know because of some sort of blunt force trauma Yeah, well he admitted that he was"
klif-am-570,77096,1782222566.4376004,1782222656.4376004,done,26903,8317,"Nightly Scroll with Hayley Karonyan. I'm Hayley Karonyan. Love this country, love all of you homies. Your go-to place for the hottest button issues. I have a message and they're not gonna like my take. Not illegal, by the way. Cut through the noise and get ready to scroll through the chaos of the modern world. This feels refreshingly apolitical, but also awesome. On that note, let's get into some scrolling time. Nightly Scroll with Hayley Karonyan. Follow and listen on your favorite platform. DFW's morning news continues on 570KLIF and 96.3 FM HD2. 850 at DFW's morning news. Clayton and Civil got about nine and a half minutes left. Our top and bottom of the hour news coverage though continues and Kilmeade's up from nine until noon. The Vince show from noon until three, he'll have your inside scoop to DC politics, but not before we cluck around. It's the Cliff Clock Around. The sloppy seconds of this news day. It's time for the Cliff Clock Around. Often Civil hashtag relevant and raunchy. Today is gonna be hashtag relevant and retinas. Huh? So it'll make sense in a second, kind of. Okay. A man in Scotland was trying to pamper his sore eyes. You know, we stare at screens all day and you get tired and you start rubbing your eyes at the end of the day. And."
klif-am-570,77094,1782219546.1675622,1782219636.1675622,done,26902,4193,exclusively from the u s it's primary day in utah maryland and new york where several socialist and progressive candidates are hoping to follow zoron mondani's lead after he was elected socialist mayor of new york city we're doing that again because this movement is unstoppable claire valdez has mondani's support so do several others in races for seats in congress there are runoffs today in south carolina too america's listening to fox news if you want unlimited talk text and data on a crazy fast network big wireless will sell it to you right now for as little as seventy dollars a month or you can buy it from pure talk for half of that i'm talking about unlimited talk text and unlimited data for just thirty four ninety nine a month stop paying the big guys twice what you need to dial pound two fifty say my name that's pound two five oh micro to switch to pure talk where the savings are truly unlimited progressive knows small business owners usually don't like surprises because they cost you money but a good surprise saving thirteen percent on commercial auto insurance when you pay in full also an ice cream truck stole your parking spot looks like you're in a turf war surprise yourself see if you can save in as little as eight minutes at progressive commercial dot com progressive casualty insurance company discounts not available in all states or situations the hammer alley podcast an eighties flashback mockumentary how did they go
wbap-am-820,77093,1782219384.8648658,1782219474.8648658,done,26901,4713,"it's about where it is now you know but nobody did anybody complain like I'm doing now oh goodness no of course not the media didn't know they didn't they didn't lead the band like they always do on everything there you go all right so that's that's how's got gas and thank goodness we got that out of the way thank you thank you thank you thank you I enjoyed it how about you guys it's all good for me okay good all right we have a World Cup guy he says the stadiums in America are amazing really yeah one thing that's making me laugh about the World Cup is how many Europeans were genuinely worried about the stadium yeah as if the u.s. was gonna be like you know scrambling around trying to find venues for us it's like folks this is a country that hosts 70,000 people plus for a college football game on a random Thursday Qatar had to build stadiums Russia had to build stadiums but the u.s. just looked around and went would any of our current billion-dollar cathedrals do and it turns out they will because here's the thing you can argue that the u.s. doesn't have you know soccer optimized infrastructure but it does have infrastructure like really cool really modern absurdly large infrastructure that's why FIFA took one look at it and went yes and that is the funniest part for me but on this occasion the u.s. wasn't even trying to flex it was just sort of being itself yeah we've flexed our way into the World Cup that's the way it worked and I love it they can't get enough of America coming up at 807 Lionel Messi he sets a record"
wbap-am-820,77092,1782218388.4495566,1782218478.4495566,done,26900,5565,"combined civil cases and they just it just keeps going. We are a particularly litigious society aren't we? Unbelievable. That's one out of five people as a lawsuit or is either being sued or is involved in one. Brad is suing Joseph right now. I'm feeling left out. Hey let's get together and sue something. I know it. We have time for this. We have some more breaking college sports news though Hal. Do we, do we? It's posted on our WBAP Facebook page. It is truly awesome. Please, please. I just want you to go to WBAP's Facebook page and see a post that I made that Hudson, our grandson, is just signed to play a commitment to play football at Oregon State University. How about that? So it's just, it is so wonderful, so wonderful. I don't know if they're a blessing yet. I might have to make mention it one more time next hour. Oh for sure. But Hudson and Harper and Emory went up there to Corvallis, Oregon. Beautiful place. That is exactly what they said, beautiful. They loved it and so anyway yeah it's posted there. Did he get an NIL deal out of there? See I didn't ask that. Did he get some bucks out of there? I didn't ask that. Let's get him on later and then we can ask him all the right questions. Oh well I don't know Phil but you want to get him on? Talk to him. I haven't given me a call. I know somebody. You know somebody? I can hook him up. You can hook him up? Yeah. Hook him up with what? I don't know. I don't know. I'm just trying to get in early."
wbap-am-820,77090,1782218305.4491158,1782218395.4491158,done,26898,4150,"athlete compensation and includes rules to standardize contracts and licensing and that kind of thing. Guarantees transfer and eligibility limits. Guarantees student athletes the ability to transfer once without penalty but limits subsequent transfers. It caps player eligibility at five years and limits most athletes from playing if they have prior professional experience. Mandates that Division I schools cover out-of-pocket medical expenses during participation and up to five years after eligibility ends. And it amends the Sports Broadcasting Act to allow athletic conferences to pool their media rights as a single entity that's decided to help fund less profitable sports and allow schools to broadcast games locally for free. One last thing, prohibits staff and coaches from switching schools and immediately acting as head coaches mid-season. You know what, if the government's involved, I'm out. I'm going with Carla on this. All that sounds good. What you just read sounds good. But with the government involved, I'm not cutting down our government per se. It sounds like you're pulling out the chainsaw. I'm not doing that. I'll leave that to Carla since she admitted it. It's still the greatest government. But it seems like when those 535 elected officials, not all of them, getting their hands in it, it can just go to you-know-what-not. All you have to do is look at the postal service."
klif-am-570,77091,1782218295.4764924,1782218385.4764924,done,26899,2279,thinking about buying a new car want to find the best deal possible? then check out Don and John Saturday mornings from 8 till noon on cruise control they'll help you keep more money in your wallet cruise control Saturday mornings 8 till noon 570KLIF and 96.3 FM HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2 HD2
wbap-am-820,77089,1782218104.1666346,1782218194.1666346,done,26897,4129,"then we're gonna do it for you says Ted Cruz and Maria Cantwell senators in Washington. So the government wants to get involved in college sports. Hey, what could possibly go wrong? Here's what they're proposing and this is the legislation the SEC and the Big Ten are both against it. Antitrust protections gives the NCAA and conferences the legal shield necessary to enforce rules without being challenged in court. NIL and compensation guardrails that establishes a national NIL standard to replace the patchwork of state laws that can cap athlete compensation and includes rules to standardize contracts and licensing and that kind of thing. Guarantees transfer and eligibility limits guarantee student athletes the ability to transfer once without penalty but limits subsequent transfers. It caps player eligibility at five years and limits most athletes from playing if they have prior professional experience. Mandates that Division I schools cover out-of-pocket medical expenses during participation in up to five years after eligibility ends. And it amends the Sports Broadcasting Act to allow athletic conferences to pool their media rights as a single entity that's decided to help fund less profitable sports and allow schools to broadcast games locally for free. One last thing prohibits staff and coaches from switching schools and immediately acting as head coaches mid-season. You know what, if the government's involved, I'm out. I'm going with Carla on this. All that sounds good."
klif-am-570,77086,1782217652.0018907,1782217742.0018907,done,26896,4852,"turned into stars Whitney Houston, Aretha Franklin, Barry Manilow, Janis Joplin, Kelly Clarkson. Once called the man with the golden ears, Davis won five Grammys as a producer. He was hospitalized with respiratory problems and the Brooklyn-born Davis died at home in New York City, aged 94. He started out as a 28-year-old lawyer at Columbia Records with zero music experience. But over the next six decades, he found several record companies, from rock and folk, rap to R&B. Others he helped turn into stars. Rod Stewart, Carlos Santana, Alicia Keys, Bruce Springsteen, Jennifer Hudson, Billy Joel. So he's survived by his four children, eight grandchildren, two great-grandchildren, and his partner, Greg Schreifer. In a heartfelt statement, his family honored his professional legacy and remembered him primarily as, quote, a steady presence and devoted father and grandfather. He found out that he had wives, but then later in life he said he was bi. Yes, so that's why he had a partner at his bedside during his death. I didn't know that. I didn't either. Huh, Clive Davis, dead at 94. 727 at DFW's Morning News, coming up five minutes from right now. We'll tell you more about that record broken at Dallas Stadium in Arlington yesterday and a big night for the Dallas Mavericks tonight, plus a watch party in Dallas. We've got the deets coming up. Let's check traffic in the meantime. Here's Julie DeHarty. We'll completely shut down police investigation with this accident in Corinth, 35E Northbound. They're going to put you off at the Post Oak Lake Sharon Drive exit."
wbap-am-820,77084,1782216063.2273664,1782216153.2273664,done,26894,10099,"I'm number one Chevy dealership in the world, three years straight, more new Chevrolets to choose from than anyone. All priced to sell at ClassicChevrolet.com, together, let's drive, based on new Chevrolet registrations 2023 through 2025. From Middle of the Bay beyond time experts, 24-7 Weather Center, partly cloudy, a slight chance of isolated showers and thunderstorms anytime there's a line from the northeastern panhandle down into Northeastern Texas, and that's where these showers and thunderstorms are progressing from northwest to southeast. We could see some in the northeast corner of the state close enough to reach us. High to day 95, low to night 79, the rain's gone tomorrow with a high of 96, the weekend looks hot and dry. Right now, 78 degrees in Fort Worth, 79 in Dallas. I'm meteorologist Brad Barton. The Trump administration lifting economic restrictions on Iran following talks in Switzerland. Fox's Kevin Cork in Washington reporting. The Treasury, it announced today that it would waive long-standing sanctions on Iran for the next couple of months and allow the country to sell oil on the open market in dollars for the first time in decades and also allow it to use its shadow fleet of oil tankers. Now, President Trump insists Americans will benefit from a relaxation of sanctions in part because the money that's being unfrozen is going to be used to buy food exclusively from American farmers. UN Ambassador Mike Waltz told Fox the deal will include soybeans and wheat. The Iran central bank governor says the Islamic Republic is not obligated to buy American agricultural products."
