source,station,chunk_id,start_ts,keyword,context_excerpt,detection_id,ad_category,company_name,website,phone_number,offer_summary,confidence,transcript,manual_label,manual_note
keyword_hit,wbap-am-820,76957,1782203274.3114252,stop collections,[confidence=0.80] ...Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of...,6139,tax_relief,U.S. Tax Shield,,8007859132,"negotiate tax settlement, stop IRS collections",0.95,"Feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at U.S. Tax Shield and take advantage of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now. 800-785-9132. That's 800-785-9132. U.S. Tax Shield, 800-785-9132. Where would I radio? He's here. I'm Gary McNamara. I know that if somebody's an independent or leans left or whatever, they probably would listen to us at times and just say, well, that's just over the top rhetoric about the Democrats. And we're like, we're not making an allegation.",false_positive,duplicate US Tax Shield tax keyword
keyword_hit,wbap-am-820,76957,1782203274.3114252,back taxes,"[confidence=0.80] ...trol of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take...",6139,tax_relief,U.S. Tax Shield,,8007859132,"negotiate tax settlement, stop IRS collections",0.95,"Feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at U.S. Tax Shield and take advantage of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now. 800-785-9132. That's 800-785-9132. U.S. Tax Shield, 800-785-9132. Where would I radio? He's here. I'm Gary McNamara. I know that if somebody's an independent or leans left or whatever, they probably would listen to us at times and just say, well, that's just over the top rhetoric about the Democrats. And we're like, we're not making an allegation.",false_positive,duplicate US Tax Shield tax keyword
keyword_hit,wbap-am-820,76956,1782203037.1387513,unfiled tax returns,"[confidence=0.95] ...es? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is th...",6138,tax_relief,Coast One Financial Group,,8002423186,IRS tax relief and settlement services,0.95,"The IRS, the world's most aggressive collection agency. They can seize your property, bank account, and garnish your wages. They cause sleepless nights for millions of Americans. Don't be one of them. If you owe $10,000 or more to the IRS or state, get protected today. Call 800-242-3186. Coast One Tax Group, protecting your bank, home, and your sleep since 2008. With hundreds of five-star reviews and an A-plus on the Better Business Bureau, call Coast One Tax Group, 800-242-3186. Stanley from New York owed $93,000. The IRS placed a levy on his bank account. Coast One released the levy and settled with the IRS for $2,000. Mark in Michigan owed $225,000. After Coast One stepped in, Mark walked away paying less than $1,500. Call Coast One now. A 10-minute call can save you up to 93% on your back taxes. Get your fresh start today. That's 800-242-3186. Sponsored by Coast One Financial Group. Individuals and businesses with tax problems, listen carefully. Do you feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at US Tax Shield and take advantage of the fresh start.",false_positive,Coast One IRS tax relief; excluded
keyword_hit,wbap-am-820,76956,1782203037.1387513,back taxes,[confidence=0.80] .... A 10-minute call can save you up to 93% on your back taxes. Get your fresh start today. That's 800-242-3186....,6138,tax_relief,Coast One Financial Group,,8002423186,IRS tax relief and settlement services,0.95,"The IRS, the world's most aggressive collection agency. They can seize your property, bank account, and garnish your wages. They cause sleepless nights for millions of Americans. Don't be one of them. If you owe $10,000 or more to the IRS or state, get protected today. Call 800-242-3186. Coast One Tax Group, protecting your bank, home, and your sleep since 2008. With hundreds of five-star reviews and an A-plus on the Better Business Bureau, call Coast One Tax Group, 800-242-3186. Stanley from New York owed $93,000. The IRS placed a levy on his bank account. Coast One released the levy and settled with the IRS for $2,000. Mark in Michigan owed $225,000. After Coast One stepped in, Mark walked away paying less than $1,500. Call Coast One now. A 10-minute call can save you up to 93% on your back taxes. Get your fresh start today. That's 800-242-3186. Sponsored by Coast One Financial Group. Individuals and businesses with tax problems, listen carefully. Do you feel like you're losing control of your finances? If you owe over $10,000 in back taxes or have unfiled tax returns, we can help you take back control. The IRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at US Tax Shield and take advantage of the fresh start.",false_positive,duplicate Coast One tax keyword
keyword_hit,wbap-am-820,76922,1782201108.841956,stop collections,[confidence=0.80] ...Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of...,6134,tax_relief,U.S. Tax Shield,,807859132,price protection guaranteed quote for tax relief,0.92,"SRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at U.S. Tax Shield and take advantage of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now, 807-85-9132. That's 807-85-9132. U.S. Tax Shield, 807-85-9132. Your voice for common sense. Newstalk 820 WBAP. And now on FM at 93-3. We are Red Eye Radio, he is Eric Cronian, I'm Gary McNamara, and this segment of the show called This is Not the Babylon Bee. From the CBC, a Canadian town grants rights to trees. A small town west of Montreal has decided to officially recognize trees as living beings with rights of their own. In what the environmental organization describes as the first in Canada, the resolution adopted by the...",false_positive,US Tax Shield tax relief; excluded
keyword_hit,klif-am-570,76879,1782196842.0593605,unfiled tax returns,[confidence=0.95] ...-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit until they get your money. He...,6126,tax_relief,Guardian Tax,,,IRS tax relief and back taxes assistance,0.95,"until I choked 24 hours a day. I couldn't even walk across my floor without literally coughing and so I would gasp. So I saw three different pulmonologists and they could do nothing. Someone had mentioned to me about a product that President Reagan had taken. I ordered it within one week. One week my coughing had stopped since I've taken the Carnivora. Everyone that would come in to our store would say, what happened? Why are you not coughing? I told them what I'm doing. And they said, well, what's it doing that it stopped that coughing? I said, I can't answer that, it just stopped it. Call 866-836-8735. That's 866-836-8735. Or visit carnivora.com. That's C-A-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit until they get your money. Here's great news, fresh from those in the know. Major changes have happened at the IRS. If you owe more than $10,000, you may be eligible for a 99% reduction of what you owe. Haven't filed a return for a while? They're happy clients are talking. The IRS was gonna levy my bank account but Guardian was able to prevent that and fix all my IRS issues. Thanks again, Guardian Tax. Need relief from crushing tax debt? The IRS now has special programs. Guardian Tax knows all about them.",false_positive,Guardian Tax detection mixed with supplement transcript; tax relief excluded
keyword_hit,klif-am-570,76879,1782196842.0593605,back taxes,[confidence=0.80] ...ora.com. That's C-A-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit u...,6126,tax_relief,Guardian Tax,,,IRS tax relief and back taxes assistance,0.95,"until I choked 24 hours a day. I couldn't even walk across my floor without literally coughing and so I would gasp. So I saw three different pulmonologists and they could do nothing. Someone had mentioned to me about a product that President Reagan had taken. I ordered it within one week. One week my coughing had stopped since I've taken the Carnivora. Everyone that would come in to our store would say, what happened? Why are you not coughing? I told them what I'm doing. And they said, well, what's it doing that it stopped that coughing? I said, I can't answer that, it just stopped it. Call 866-836-8735. That's 866-836-8735. Or visit carnivora.com. That's C-A-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit until they get your money. Here's great news, fresh from those in the know. Major changes have happened at the IRS. If you owe more than $10,000, you may be eligible for a 99% reduction of what you owe. Haven't filed a return for a while? They're happy clients are talking. The IRS was gonna levy my bank account but Guardian was able to prevent that and fix all my IRS issues. Thanks again, Guardian Tax. Need relief from crushing tax debt? The IRS now has special programs. Guardian Tax knows all about them.",false_positive,duplicate Guardian Tax keyword
keyword_hit,klif-am-570,76879,1782196842.0593605,tax debt,"[confidence=0.85] ...ks again, Guardian Tax. Need relief from crushing tax debt? The IRS now has special programs. Guardian Tax k...",6126,tax_relief,Guardian Tax,,,IRS tax relief and back taxes assistance,0.95,"until I choked 24 hours a day. I couldn't even walk across my floor without literally coughing and so I would gasp. So I saw three different pulmonologists and they could do nothing. Someone had mentioned to me about a product that President Reagan had taken. I ordered it within one week. One week my coughing had stopped since I've taken the Carnivora. Everyone that would come in to our store would say, what happened? Why are you not coughing? I told them what I'm doing. And they said, well, what's it doing that it stopped that coughing? I said, I can't answer that, it just stopped it. Call 866-836-8735. That's 866-836-8735. Or visit carnivora.com. That's C-A-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit until they get your money. Here's great news, fresh from those in the know. Major changes have happened at the IRS. If you owe more than $10,000, you may be eligible for a 99% reduction of what you owe. Haven't filed a return for a while? They're happy clients are talking. The IRS was gonna levy my bank account but Guardian was able to prevent that and fix all my IRS issues. Thanks again, Guardian Tax. Need relief from crushing tax debt? The IRS now has special programs. Guardian Tax knows all about them.",false_positive,duplicate Guardian Tax keyword
keyword_hit,wbap-am-820,76857,1782193962.6752603,stop collections,[confidence=0.80] ...Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of...,6121,tax_relief,U.S. Tax Shield,,8007859132,price protection guaranteed quote for tax settlement,0.85,"of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now. 800-785-9132. That's 800-785-9132. U.S. Tax Shield, 800-785-9132. And now, new on FM at 93.3. We are at iRadio. He is Eric Carley and I'm Gary McNamara. I wanted to at least bring that up yesterday because it's so important to know, you know, we get so involved with the everyday current event things that we'll be covering as we always do during every show. But I think it's important to look at and say, OK, the Democrat Socialists of America, which are the Mendonnies, the AOCs, the Bernie Sanders, the Plattners, you know, and a bunch of other Democrats, even if they're not a part of the DSA, they're not going to challenge them. Democrats are afraid to do that.",false_positive,US Tax Shield tax settlement; excluded
keyword_hit,wbap-am-820,76806,1782190659.5113857,maintenance fees,[confidence=0.60] ...they told you it was a great investment and your maintenance fees would never go up? That's a lie. Are you ready to...,6114,debt_relief,Wesley Financial Group,,8009703355,timeshare cancellation services,0.95,"Wesley Financial Group is not a law firm. Ask yourself this question. Is it really worth holding on to that timeshare that you know you need to get rid of? Here's the truth. The average maintenance fee just went up over 17 percent. That could have been a hundred and seventeen percent and there's nothing you can do about it. When you buy a timeshare you give them a blank check for annual maintenance and assessment fees. I'm Chuck McDowell, founder of Wesley Financial Group. For 15 years I've helped over 17,000 families cancel their timeshare. Not sell it, not transfer it, cancel it. Did you buy a timeshare because they told you it was a great investment and your maintenance fees would never go up? That's a lie. Are you ready to get rid of your timeshare once and for all? Simply call us and I'll send you our timeshare exit kit that explains all your options for cancellation. Call Wesley now for your timeshare exit kit. 800-970-3355. That's 800-970-3355. 800-970-3355. Start your day with the morning jolt of Drake Seto. You've never been a football coach before so you're not allowed to talk about this. No, I can have burnt mozzarella sticks and say the chef's not working. Bold takes and breaking news. And now to do that with Westwood.",false_positive,Wesley timeshare cancellation; excluded
keyword_hit,wbap-am-820,76806,1782190659.5113857,timeshare exit,[confidence=0.90] ...and for all? Simply call us and I'll send you our timeshare exit kit that explains all your options for cancellati...,6114,debt_relief,Wesley Financial Group,,8009703355,timeshare cancellation services,0.95,"Wesley Financial Group is not a law firm. Ask yourself this question. Is it really worth holding on to that timeshare that you know you need to get rid of? Here's the truth. The average maintenance fee just went up over 17 percent. That could have been a hundred and seventeen percent and there's nothing you can do about it. When you buy a timeshare you give them a blank check for annual maintenance and assessment fees. I'm Chuck McDowell, founder of Wesley Financial Group. For 15 years I've helped over 17,000 families cancel their timeshare. Not sell it, not transfer it, cancel it. Did you buy a timeshare because they told you it was a great investment and your maintenance fees would never go up? That's a lie. Are you ready to get rid of your timeshare once and for all? Simply call us and I'll send you our timeshare exit kit that explains all your options for cancellation. Call Wesley now for your timeshare exit kit. 800-970-3355. That's 800-970-3355. 800-970-3355. Start your day with the morning jolt of Drake Seto. You've never been a football coach before so you're not allowed to talk about this. No, I can have burnt mozzarella sticks and say the chef's not working. Bold takes and breaking news. And now to do that with Westwood.",false_positive,duplicate Wesley timeshare keyword
keyword_hit,klif-am-570,76800,1782190314.640394,unfiled tax returns,"[confidence=0.95] ...ly. If you owe over $10,000 in back taxes or have unfiled tax returns, U.S. Tax Shield can help you take back control....",6112,insurance,Ethos,ethos.com/slash-save,,"fast life insurance application, same-day coverage, free quote",0.92,"for his death, I think that would make him proud. Ethos makes it fast and easy to get life insurance. Apply in minutes and get same day coverage. Get your free quote at ethos.com slash save. That's ethos.com slash save. Payed testimonial, time spent on application may vary. Online health questions required. If the world were like a sleep number mattress, everything would adapt for your comfort. Because as your life changes and your body changes, sleep number mattresses adapt and shift to give you personalized comfort night after night. And right now, new mattresses start at $1,500 during our 4th of July sale. To experience a whole new world of comfort, visit a Sleep Number store or go to sleepnumber.com. Sleep Number, to a good life sleep. Individuals and businesses with tax problems. Listen carefully. If you owe over $10,000 in back taxes or have unfiled tax returns, U.S. Tax Shield can help you take back control. The IRS can seize your bank accounts, garnish your paycheck, close your business and file criminal charges. Our team of tax attorneys can stop collections and get you protected. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A plus rated with the BBB. So call 800-466-9625. U.S. Tax Shield, 800-466-9625. Furnished by IntelliBrands. Whether because of discomfort, lack of mobility, your lifestyle or occupation, you sit in actively way too many hours a day. Get an Ellipse, the premium quality automatic seated exerciser that's straight.",false_positive,Ethos life insurance with stale tax keywords; excluded
